timestamp;temperatura;min_temp;max_temp;valvola
2025-06-28 09:13:32.474505;20.1;17.0;20.0;Chiusa
2025-06-28 09:14:25.833720;20.1;17.0;20.0;Chiusa
2025-06-28 09:14:32.171894;20.2;17.0;20.0;Chiusa
2025-06-28 09:14:38.453161;20.1;17.0;20.0;Chiusa
2025-06-28 09:14:44.779756;19.9;17.0;20.0;Chiusa
2025-06-28 09:14:51.069692;20.0;17.0;20.0;Chiusa
2025-06-28 09:14:57.327264;20.0;17.0;20.0;Chiusa
2025-06-28 09:15:03.690708;19.9;17.0;20.0;Chiusa
2025-06-28 09:15:10.109680;20.0;17.0;20.0;Chiusa
2025-06-28 09:15:16.410548;20.0;17.0;20.0;Chiusa
2025-06-28 09:15:22.631482;20.1;17.0;20.0;Chiusa
2025-06-28 09:15:28.909315;20.2;17.0;20.0;Chiusa
2025-06-28 09:15:35.116061;20.2;17.0;20.0;Chiusa
2025-06-28 09:15:41.394455;20.3;17.0;20.0;Chiusa
2025-06-28 09:15:47.695462;20.4;17.0;20.0;Chiusa
2025-06-28 09:15:54.069451;20.6;17.0;20.0;Chiusa
2025-06-28 09:16:00.363418;20.7;17.0;20.0;Chiusa
2025-06-28 09:16:06.617925;20.8;17.0;20.0;Chiusa
2025-06-28 09:16:12.767580;20.7;17.0;20.0;Chiusa
2025-06-28 09:16:19.087473;20.8;17.0;20.0;Chiusa
2025-06-28 09:16:25.360824;20.7;17.0;20.0;Chiusa
2025-06-28 09:16:31.651774;20.7;17.0;20.0;Chiusa
2025-06-28 09:16:37.773683;20.9;17.0;20.0;Chiusa
2025-06-28 09:16:44.073994;21.1;17.0;20.0;Chiusa
2025-06-28 09:18:01.823790;21.2;17.0;20.0;Chiusa
2025-06-28 09:18:08.181093;21.3;17.0;20.0;Chiusa
2025-06-28 09:18:14.576940;21.2;17.0;20.0;Chiusa
2025-06-28 09:18:20.848141;21.3;17.0;20.0;Chiusa
2025-06-28 09:18:27.552474;21.3;17.0;20.0;Chiusa
2025-06-28 09:18:33.909793;21.2;17.0;20.0;Chiusa
