timestamp;temperatura;min_temp;max_temp;valvola
2025-06-28 09:13:32.474505;19.0;18.0;21.0;Chiusa
2025-06-28 09:14:25.833720;19.1;18.0;21.0;Chiusa
2025-06-28 09:14:32.171894;19.1;18.0;21.0;Chiusa
2025-06-28 09:14:38.453161;19.2;18.0;21.0;Chiusa
2025-06-28 09:14:44.779756;19.2;18.0;21.0;Chiusa
2025-06-28 09:14:51.069692;19.4;18.0;21.0;Chiusa
2025-06-28 09:14:57.327264;19.6;18.0;21.0;Chiusa
2025-06-28 09:15:03.690708;19.4;18.0;21.0;Chiusa
2025-06-28 09:15:10.109680;19.3;18.0;21.0;Chiusa
2025-06-28 09:15:16.410548;19.1;18.0;21.0;Chiusa
2025-06-28 09:15:22.631482;18.9;18.0;21.0;Chiusa
2025-06-28 09:15:28.909315;19.1;18.0;21.0;Chiusa
2025-06-28 09:15:35.116061;19.1;18.0;21.0;Chiusa
2025-06-28 09:15:41.394455;19.3;18.0;21.0;Chiusa
2025-06-28 09:15:47.695462;19.3;18.0;21.0;Chiusa
2025-06-28 09:15:54.069451;19.2;18.0;21.0;Chiusa
2025-06-28 09:16:00.363418;19.0;18.0;21.0;Chiusa
2025-06-28 09:16:06.617925;18.9;18.0;21.0;Chiusa
2025-06-28 09:16:12.767580;18.8;18.0;21.0;Chiusa
2025-06-28 09:16:19.087473;18.9;18.0;21.0;Chiusa
2025-06-28 09:16:25.360824;19.0;18.0;21.0;Chiusa
2025-06-28 09:16:31.651774;19.1;18.0;21.0;Chiusa
2025-06-28 09:16:37.773683;19.0;18.0;21.0;Chiusa
2025-06-28 09:16:44.073994;19.2;18.0;21.0;Chiusa
2025-06-28 09:18:01.823790;19.3;18.0;21.0;Chiusa
2025-06-28 09:18:08.181093;19.1;18.0;21.0;Chiusa
2025-06-28 09:18:14.576940;19.2;18.0;21.0;Chiusa
2025-06-28 09:18:20.848141;19.2;18.0;21.0;Chiusa
2025-06-28 09:18:27.552474;19.2;18.0;21.0;Chiusa
2025-06-28 09:18:33.909793;19.3;18.0;21.0;Chiusa
2025-06-28 09:18:40.160236;19.4;18.0;21.0;Chiusa
2025-06-28 09:18:46.500028;19.6;18.0;21.0;Chiusa
2025-06-28 09:18:52.735739;19.8;18.0;21.0;Chiusa
2025-06-28 11:47:54.855618;19.7;18.0;21.0;Chiusa
2025-06-28 11:48:01.129101;19.9;18.0;21.0;Chiusa
2025-06-28 11:48:07.479928;20.1;18.0;21.0;Chiusa
2025-06-28 11:48:13.772343;20.0;18.0;21.0;Chiusa
2025-06-28 11:48:20.019188;19.9;18.0;21.0;Chiusa
2025-06-28 11:48:26.229536;20.1;18.0;21.0;Chiusa
2025-06-28 11:48:32.574553;20.2;18.0;21.0;Chiusa
2025-06-28 11:48:38.785036;20.3;18.0;21.0;Chiusa
2025-06-28 11:48:45.129496;20.2;18.0;21.0;Chiusa
2025-06-28 11:48:51.445868;20.1;18.0;21.0;Chiusa
2025-06-28 11:48:57.822407;20.0;18.0;21.0;Chiusa
2025-06-28 11:49:04.169591;20.2;18.0;21.0;Chiusa
2025-06-28 11:49:10.491637;20.1;18.0;21.0;Chiusa
2025-06-28 11:49:16.888626;20.3;18.0;21.0;Chiusa
2025-06-28 11:49:23.310736;20.2;18.0;21.0;Chiusa
2025-06-28 11:49:29.711126;20.4;18.0;21.0;Chiusa
2025-06-28 11:49:36.156056;20.5;18.0;21.0;Chiusa
2025-06-28 11:49:42.428508;20.4;18.0;21.0;Chiusa
2025-06-28 11:49:48.586215;20.5;18.0;21.0;Chiusa
2025-06-28 11:49:54.774711;20.7;18.0;21.0;Chiusa
2025-06-28 11:50:00.974849;20.6;18.0;21.0;Chiusa
2025-06-28 11:50:07.316205;20.8;18.0;21.0;Chiusa
2025-06-28 11:50:13.579855;20.9;18.0;21.0;Chiusa
2025-06-28 11:50:19.961894;20.8;18.0;21.0;Chiusa
2025-06-28 11:50:26.305694;20.8;18.0;21.0;Chiusa
2025-06-28 11:50:32.629199;21.0;18.0;21.0;Chiusa
2025-06-28 11:50:38.888479;21.2;18.0;21.0;Aperta
2025-06-28 11:50:45.322134;21.1;18.0;21.0;Aperta
2025-06-28 11:50:51.636053;21.0;18.0;21.0;Aperta
2025-06-28 11:50:57.849738;21.0;18.0;21.0;Aperta
2025-06-28 11:51:04.172031;21.0;18.0;21.0;Aperta
2025-06-28 11:51:10.397266;20.8;18.0;21.0;Aperta
2025-06-28 11:51:16.533864;20.8;18.0;21.0;Aperta
2025-06-28 11:51:22.671196;20.8;18.0;21.0;Aperta
2025-06-28 11:51:28.991879;20.6;18.0;21.0;Aperta
2025-06-28 11:51:35.355306;20.6;18.0;21.0;Aperta
2025-06-28 11:51:41.626946;20.7;18.0;21.0;Aperta
2025-06-28 11:51:47.933596;20.7;18.0;21.0;Aperta
2025-06-28 11:51:54.286882;20.7;18.0;21.0;Aperta
2025-06-28 11:52:00.570614;20.6;18.0;21.0;Aperta
2025-06-28 11:52:06.852168;20.6;18.0;21.0;Aperta
2025-06-28 11:52:13.180348;20.8;18.0;21.0;Aperta
2025-06-28 11:52:19.465014;20.9;18.0;21.0;Aperta
2025-06-28 11:52:25.861078;20.9;18.0;21.0;Aperta
2025-06-28 11:52:32.366796;20.9;18.0;21.0;Aperta
2025-06-28 11:52:38.785712;21.0;18.0;21.0;Aperta
2025-06-28 11:52:45.145982;21.2;18.0;21.0;Aperta
2025-06-28 11:52:51.490241;21.1;18.0;21.0;Aperta
2025-06-28 11:53:05.774028;21.1;18.0;21.0;Aperta
2025-06-28 11:53:12.041173;21.0;18.0;21.0;Aperta
2025-06-28 11:53:18.416172;21.0;18.0;21.0;Aperta
2025-06-28 11:53:24.880743;21.1;18.0;21.0;Aperta
2025-06-28 11:53:31.565222;21.1;18.0;21.0;Aperta
2025-06-28 11:53:39.159203;21.2;18.0;21.0;Aperta
2025-06-28 11:53:45.469613;21.4;18.0;21.0;Aperta
2025-06-28 11:53:51.779060;21.5;18.0;21.0;Aperta
2025-06-28 11:53:58.086778;21.7;18.0;21.0;Aperta
2025-06-28 11:54:04.473261;21.5;18.0;21.0;Aperta
2025-06-28 11:54:10.725359;21.5;18.0;21.0;Aperta
2025-06-28 11:54:17.130529;21.5;18.0;21.0;Aperta
2025-06-28 11:54:23.499564;21.6;18.0;21.0;Aperta
2025-06-28 11:54:29.904413;21.6;18.0;21.0;Aperta
2025-06-28 11:54:36.362098;21.6;18.0;21.0;Aperta
2025-06-28 11:54:42.657405;21.6;18.0;21.0;Aperta
2025-06-28 11:54:48.829844;21.4;18.0;21.0;Aperta
2025-06-28 11:54:55.093007;21.6;18.0;21.0;Aperta
2025-06-28 11:55:01.461419;21.5;18.0;21.0;Aperta
2025-06-28 11:55:07.812714;21.6;18.0;21.0;Aperta
2025-06-28 11:55:14.103623;21.4;18.0;21.0;Aperta
2025-06-28 11:55:20.226144;21.3;18.0;21.0;Aperta
2025-06-28 11:55:26.371712;21.4;18.0;21.0;Aperta
2025-06-28 11:55:32.496890;21.3;18.0;21.0;Aperta
2025-06-28 11:55:38.758820;21.5;18.0;21.0;Aperta
2025-06-28 11:55:45.057589;21.6;18.0;21.0;Aperta
2025-06-28 11:55:51.373957;21.4;18.0;21.0;Aperta
2025-06-28 11:56:10.319806;21.5;18.0;21.0;Aperta
2025-06-28 11:57:45.607114;21.4;18.0;21.0;Aperta
2025-06-28 11:57:51.941971;21.4;18.0;21.0;Aperta
2025-06-28 11:57:58.235887;21.6;18.0;21.0;Aperta
2025-06-28 11:58:04.531068;21.6;18.0;21.0;Aperta
2025-06-28 11:58:10.804104;21.7;18.0;21.0;Aperta
2025-06-28 11:58:17.144706;21.8;18.0;21.0;Aperta
2025-06-28 11:58:23.332408;22.0;18.0;21.0;Aperta
2025-06-28 11:58:29.648333;21.8;18.0;21.0;Aperta
2025-06-28 11:58:35.926881;21.7;18.0;21.0;Aperta
2025-06-28 11:58:42.151923;21.8;18.0;21.0;Aperta
2025-06-28 11:58:48.350675;21.7;18.0;21.0;Aperta
2025-06-28 11:58:54.489347;21.6;18.0;21.0;Aperta
2025-06-28 11:59:00.617648;21.6;18.0;21.0;Aperta
2025-06-28 11:59:06.869320;21.6;18.0;21.0;Aperta
2025-06-28 11:59:13.184491;21.8;18.0;21.0;Aperta
2025-06-28 11:59:19.410718;21.9;18.0;21.0;Aperta
2025-06-28 11:59:25.661778;21.7;18.0;21.0;Aperta
2025-06-28 11:59:31.815350;21.6;18.0;21.0;Aperta
2025-06-28 11:59:37.970505;21.7;18.0;21.0;Aperta
2025-06-28 11:59:44.144668;21.8;18.0;21.0;Aperta
2025-06-28 11:59:50.421255;21.9;18.0;21.0;Aperta
2025-06-28 12:00:09.740300;21.6;18.0;21.0;Aperta
2025-06-28 12:01:56.796612;21.4;18.0;21.0;Aperta
2025-06-28 12:04:05.389719;21.6;18.0;21.0;Aperta
2025-06-28 12:04:11.682890;21.8;18.0;21.0;Aperta
2025-06-28 12:04:17.948156;21.9;18.0;21.0;Aperta
2025-06-28 12:04:50.596553;22.1;18.0;21.0;Aperta
2025-06-28 12:04:56.878571;22.3;18.0;21.0;Aperta
2025-06-28 12:05:03.174857;22.4;18.0;21.0;Aperta
2025-06-28 12:05:33.809077;22.3;18.0;21.0;Aperta
2025-06-28 12:05:59.848161;22.4;18.0;21.0;Aperta
2025-06-28 12:06:06.179594;22.3;18.0;21.0;Aperta
2025-06-28 12:08:19.715114;22.3;18.0;21.0;Aperta
2025-06-28 12:08:43.177806;22.3;18.0;21.0;Aperta
2025-06-28 12:08:49.498347;22.3;18.0;21.0;Aperta
2025-06-28 12:09:03.015374;22.4;18.0;21.0;Aperta
2025-06-28 12:09:09.293193;22.5;18.0;21.0;Aperta
2025-06-28 12:09:15.543337;22.6;18.0;21.0;Aperta
2025-06-28 12:09:21.759343;22.5;18.0;21.0;Aperta
2025-06-28 12:09:28.185480;22.5;18.0;21.0;Aperta
2025-06-28 12:09:34.508727;22.4;18.0;21.0;Aperta
2025-06-28 12:09:40.750005;22.3;18.0;21.0;Aperta
2025-06-28 12:09:47.124444;22.3;18.0;21.0;Aperta
2025-06-28 12:09:53.360862;22.2;18.0;21.0;Aperta
2025-06-28 12:09:59.509447;22.4;18.0;21.0;Aperta
2025-06-28 12:10:05.729284;22.4;18.0;21.0;Aperta
2025-06-28 12:10:11.895515;22.4;18.0;21.0;Aperta
2025-06-28 12:10:18.151976;22.3;18.0;21.0;Aperta
2025-06-28 12:10:48.187713;22.4;18.0;21.0;Aperta
2025-06-28 12:10:54.485183;22.5;18.0;21.0;Aperta
2025-06-28 12:11:00.780052;22.5;18.0;21.0;Aperta
2025-06-28 12:11:07.255857;22.6;18.0;21.0;Aperta
2025-06-28 12:11:13.554878;22.6;18.0;21.0;Aperta
2025-06-28 12:11:19.738127;22.4;18.0;21.0;Aperta
2025-06-28 12:11:26.021642;22.4;18.0;21.0;Aperta
2025-06-28 12:11:32.353663;22.5;18.0;21.0;Aperta
2025-06-28 12:11:38.629849;22.5;18.0;21.0;Aperta
2025-06-28 12:11:45.054576;22.6;18.0;21.0;Aperta
2025-06-28 12:11:51.277645;22.7;18.0;21.0;Aperta
2025-06-28 12:11:57.848361;22.8;18.0;21.0;Aperta
2025-06-28 12:12:04.467767;22.8;18.0;21.0;Aperta
2025-06-28 12:12:11.485759;22.7;18.0;21.0;Aperta
